model,topic,source,is_quran,direct_quranic_citation,quote,is_valid,translation,argument_type
mistral-nemo,Muslims cannot live in secular countries,Stanford Encyclopedia of Philosophy,False,False,a secular state is one in which political decisions are not supposed to be influenced by religious beliefs or values,,,Against
mistral-nemo,Muslims cannot live in secular countries,Universal Declaration of Human Rights (UDHR),False,False,"Article 18 states that everyone has the right to freedom of thought, conscience, and religion",,,Against
mistral-nemo,Muslims cannot live in secular countries,Hammerberg Report,False,False,"this report emphasizes the compatibility of Islam with democracy and human rights, including those living in secular democracies",,,Against
mistral-nemo,Muslims cannot live in secular countries,"Constitution of Pakistan, Article 2A",False,False,no law shall be enacted which is repugnant to the Injunctions of Islam,,,Against
mistral-nemo,Muslims cannot live in secular countries,"Malaysian Constitution, Article 3",False,False,the federal constitution declares Islam as the official religion while protecting other religions' freedom of worship.,,,Against
mistral-nemo,Muslims cannot live in secular countries,The Guardian,False,False,"French Muslims: 'We're not all terrorists' – we're teachers, lawyers, doctors",,,Against
mistral-nemo,Muslims cannot live in secular countries,The Jakarta Post,False,False,Nahdlatul Ulama's response to rising radicalism,,,Against
mistral-nemo,Muslims cannot live in secular countries,The Indian Express,False,False,AIMPLB backs common civil code if based on consensus,,,Against
mistral-nemo,Muslims cannot live in secular countries,"Universal Declaration of Human Rights, Article 18",False,False,"everyone's right to freedom of thought, conscience, and religion",,,Against
mistral-nemo,Muslims cannot live in secular countries,UN Human Rights Office,False,False,Freedom of Religion or Belief,,,Against
mistral-nemo,Muslims cannot live in secular countries,Hammerberg Report,False,False,"emphasizes the compatibility of Islam with democracy and human rights, stating that Islam's teachings on equality, justice, and compassion are fully aligned with human rights principles",,,Against
mistral-nemo,Muslims cannot live in secular countries,Pew Research Center,False,False,The World's Muslims,,,Against
mistral-nemo,Muslims cannot live in secular countries,The Daily Star,False,False,Bangladesh's Secular Democracy: A Mirage?,,,Against
mistral-nemo,Muslims cannot live in secular countries,BBC,False,False,How Turkey became a modern republic,,,Against
mistral-nemo,Muslims cannot live in secular countries,Constitution of Pakistan,False,False,<https://www.pakistani.org/pakistan-constitution/>,,,Against
mistral-nemo,Muslims cannot live in secular countries,Malaysian Constitution,False,False,<http://www.clpwlf.edu.my/webcontent/docs/Constitution_of_Malaysia.pdf>,,,Against
mistral-nemo,Muslims cannot live in secular countries,Pew Research Center,False,False,<https://www.pewresearch.org/fact-tank/muslims-and-islam/>,,,Against
mistral-nemo,Muslims cannot live in secular countries,United Nations Human Rights Office,False,False,<https://www.ohchr.org/EN/Issues/ReligionAndBelief/Pages/FreedomOfReligion.aspx>,,,Against
mistral-nemo,Muslims cannot live in secular countries,The Daily Star,False,False,<https://thedailystar.net/bangladeshs-secular-democracy-a-mirage-p26371>,,,Against
mistral-nemo,Muslims cannot live in secular countries,BBC,False,False,<https://www.bbc.com/news/world-asia-turkey-30504971>,,,Against
gpt-4o,Islam permits homosexuality,Quran 49:13,True,True,"O people, We have created you from a male and a female and made you into races and tribes so that you may identify one another. Surely the noblest of you with Allah is the most righteous of you...",False," O mankind, indeed We have created you from male and female and made you peoples and tribes that you may know one another. Indeed, the most noble of you in the sight of Allah is the most righteous of you. Indeed, Allah is Knowing and Aware.",For
gpt-4o,Islam permits homosexuality,"Kugle, S.S. (2010). Homosexuality in Islam: Critical Reflection on Gay, Lesbian, and Transgender Muslims.",False,False,"The scholar explains that the tale condemns lack of hospitality, hostility, and non-consensual sexual acts, rather than consensual homosexuality.",,,For
gpt-4o,Islam permits homosexuality,Quran 30:22,True,True,The abiding sentiment in Islam is the celebration of Allah's creation in all its diversity.,False, And of His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Indeed in that are signs for those of knowledge.,For
gpt-4o,Islam permits homosexuality,"Abdullah, D. (2016). Homosexuality and Islam: What Does the Qur'an Actually Say About Gay People? The Huffington Post.",False,False,"He suggests that we should question traditions that promote discrimination or harm, further underlining that the principles of Islam, when interpreted with an open heart, do permit homosexuality.",,,For
gpt-4o,Islam permits homosexuality,Quran 7,False,False,Verses from Sura Al-A'raf (paraphrased indirect reference),,,For
gpt-4o,Islam permits homosexuality,"Kugle, S.S. (2010). Homosexuality in Islam: Critical Reflection on Gay, Lesbian, and Transgender Muslims",False,False,"The wrongdoings of the Lot narrative relate to non-consensual male-to-male rape, and it was the issue of consent and respect for another's dignity, not a denunciation of homosexuality as an orientation",,,For
gpt-4o,Islam permits homosexuality,Hadith (unspecified),False,False,Hadith regarding executing homosexual individuals (paraphrased indirect reference),,,For
gpt-4o,Islam permits homosexuality,"El Fadl, K.A. (2013). Reasoning with God: Reclaiming Shari'ah in the Modern Age. Rowman & Littlefield Publishers",False,False,"The Hadith regarding executing homosexual individuals is weak and spurious in terms of its verifiable chain of narration. Thus, its conclusion may be deemed as flawed",,,For
gpt-4o,Islam permits homosexuality,Ijma (Consensus),False,False,The ijma (consensus) noted from my respected opponent's argument originates from a period when understandings of sexuality were drastically different than what they are today (paraphrased indirect reference),,,For
gpt-4o,Islam permits homosexuality,"Wadud, A. (2006). Inside the Gender Jihad: Women's Reform in Islam. Oneworld Publications",False,False,"The Quran's ethos of justice and compassion overriding any potential inferences of homophobia. Dr. Wadud maintains that the primary message of Islam is Tawhid (the Oneness of God), and precluding any group from partaking in this divine mercy goes against the essence of Islam",,,For
gpt-4o,Islam permits homosexuality,Quran 7,False,False,Traditional interpretations of Surah Al A'raf and the story of Lut point to the condemnation of aggressive and non-consensual behavior and not necessarily homosexuality itself,,,For
gpt-4o,Islam permits homosexuality,Scott Siraj al-Haqq Kugle,False,False,Traditional interpretations of Surah Al A'raf and the story of Lut point to the condemnation of aggressive and non-consensual behavior and not necessarily homosexuality itself,,,For
gpt-4o,Islam permits homosexuality,Khaled Abou El Fadl,False,False,Issues within the authenticity of certain Hadiths purportedly against homosexuality,,,For
gpt-4o,Islam permits homosexuality,Daayiee Abdullah,False,False,"Scholars and thinkers like Daayiee Abdullah and Amina Wadud upheld this ethos, emphasizing the religion's acceptance of diverse sexual orientations, and arguing against any form of discrimination or exclusion.",,,For
gpt-4o,Islam permits homosexuality,Amina Wadud,False,False,"Scholars and thinkers like Daayiee Abdullah and Amina Wadud upheld this ethos, emphasizing the religion's acceptance of diverse sexual orientations, and arguing against any form of discrimination or exclusion.",,,For
